Триграмма,Частота
"('бурильный', 'геологоразведочный', 'специальный')",1
"('геологоразведочный', 'специальный', 'ямочный')",1
"('специальный', 'ямочный', 'ремонт')",1
"('ямочный', 'ремонт', 'асфальтобетонный')",1
"('ремонт', 'асфальтобетонный', 'покрытие')",1
"('асфальтобетонный', 'покрытие', 'анти')",1
"('покрытие', 'анти', 'сегрегационный')",1
"('анти', 'сегрегационный', 'перегружатель')",1
"('сегрегационный', 'перегружатель', 'трактор')",1
"('перегружатель', 'трактор', 'бульдозерный')",1
"('трактор', 'бульдозерный', 'рыхлительный')",1
"('бульдозерный', 'рыхлительный', 'оборудование')",1
"('рыхлительный', 'оборудование', 'мастерский')",1
"('оборудование', 'мастерский', 'специальный')",1
"('мастерский', 'специальный', 'специализированный')",1
"('специальный', 'специализированный', 'транспортный')",1
"('перевозка', 'нефтепродукт', 'самоходный')",1
"('нефтепродукт', 'самоходный', 'плита')",1
"('самоходный', 'плита', 'укладка')",1
"('плита', 'укладка', 'литой')",1
"('укладка', 'литой', 'асфальт')",1
